age,annual_income,employment_years,employment_type,home_ownership,credit_score,existing_debt,loan_amount,loan_term_months,loan_purpose,num_credit_lines,num_late_payments,has_bankruptcy,debt_to_income,approved
24,29599.63,0.0,Salaried,RENT,725.0,5052.74,5951.98,36,medical,4,3,0,0.372,1
58,39263.44,36.0,Self-Employed,MORTGAGE,723.0,14090.66,10646.99,12,business,10,1,0,0.63,1
61,38059.86,33.8,Retired,RENT,704.0,8888.46,13608.22,12,education,3,1,0,0.591,0
54,67765.4,32.5,Self-Employed,RENT,649.0,28601.79,36511.61,60,business,10,1,0,0.961,1
60,44932.32,41.7,Self-Employed,OWN,544.0,24942.95,15039.02,48,home_improvement,1,4,0,0.89,0
61,52528.53,35.8,Salaried,RENT,643.0,4514.84,21592.55,48,business,6,1,0,0.497,0
41,84434.16,16.6,Self-Employed,RENT,666.0,30854.16,71704.49,60,home_improvement,13,1,0,1.215,1
20,75476.4,0.0,Salaried,MORTGAGE,481.0,33643.2,15754.79,36,medical,7,1,0,0.654,0
41,45212.98,20.9,Salaried,RENT,665.0,4720.14,12180.44,12,car,12,0,1,0.374,1
28,35066.53,0.0,Salaried,MORTGAGE,641.0,5741.51,18782.26,48,car,3,0,0,0.699,0
23,86477.31,9.1,Self-Employed,MORTGAGE,533.0,14013.08,51679.59,24,medical,2,1,0,0.76,0
24,72181.97,4.1,Salaried,RENT,620.0,16607.83,34861.02,48,car,7,1,0,0.713,1
54,21957.67,34.8,Salaried,RENT,622.0,4315.67,16727.21,36,business,3,3,0,0.958,0
44,41916.01,21.4,Self-Employed,OWN,824.0,9232.31,19427.7,12,education,10,1,0,0.684,0
46,53250.25,16.6,Salaried,MORTGAGE,670.0,20006.03,500.0,12,education,5,2,0,0.385,1
56,72360.43,36.7,Self-Employed,MORTGAGE,743.0,0.0,30347.9,36,home_improvement,11,1,1,0.419,1
46,77269.2,21.7,Unemployed,RENT,639.0,8029.51,22083.79,36,education,0,3,0,0.39,1
50,56497.58,30.2,Salaried,RENT,481.0,19801.79,38235.43,24,home_improvement,5,1,0,1.027,0
22,65684.86,0.0,Self-Employed,OWN,711.0,21867.57,38946.18,24,medical,3,2,1,0.926,0
62,50618.3,41.0,Unemployed,OWN,591.0,4617.33,4153.83,36,car,10,1,1,0.173,1
41,34998.98,15.9,Self-Employed,RENT,620.0,11688.09,23451.54,48,education,3,1,0,1.004,0
26,43017.74,7.5,Retired,OWN,555.0,19316.26,25288.99,48,education,7,0,0,1.037,0
60,49488.5,33.2,Salaried,MORTGAGE,657.0,12008.19,16583.97,48,debt_consolidation,5,2,0,0.578,1
56,48178.13,43.0,Salaried,MORTGAGE,746.0,4760.28,18515.42,36,medical,11,0,0,0.483,1
20,19095.61,7.0,Self-Employed,MORTGAGE,734.0,7280.07,12955.14,36,business,5,0,0,1.06,0
28,40185.37,12.5,Salaried,MORTGAGE,793.0,20432.53,500.0,24,medical,10,3,0,0.521,1
18,50417.96,1.1,Salaried,RENT,806.0,5902.88,24658.4,24,home_improvement,1,0,0,0.606,1
32,42587.45,9.7,Salaried,RENT,466.0,10897.61,26348.09,12,education,11,0,0,0.875,0
23,43329.46,5.7,Self-Employed,OWN,543.0,17917.74,16563.01,60,debt_consolidation,9,1,0,0.796,0
54,62567.15,31.6,Self-Employed,MORTGAGE,487.0,16724.44,33134.43,36,education,2,1,0,0.797,1
45,28581.68,16.8,Self-Employed,MORTGAGE,707.0,0.0,12022.34,12,car,1,3,0,0.421,1
68,21719.79,52.0,Unemployed,MORTGAGE,588.0,6874.59,5282.08,36,business,4,2,0,0.56,0
56,41188.53,38.5,Salaried,OWN,606.0,4249.78,9810.86,24,education,14,0,0,0.341,1
49,71829.98,26.9,Unemployed,RENT,631.0,4266.1,38959.57,36,debt_consolidation,3,0,0,0.602,1
44,113979.8,17.1,Salaried,RENT,684.0,0.0,31100.37,48,business,7,3,0,0.273,1
20,72479.87,0.0,Retired,OWN,516.0,31062.05,6891.66,48,education,6,0,0,0.524,0
21,23526.16,0.0,Unemployed,MORTGAGE,537.0,2935.91,9986.38,48,business,4,1,0,0.549,0
50,43643.79,31.8,Unemployed,OWN,650.0,13093.16,12978.95,60,debt_consolidation,6,0,0,0.597,0
18,55732.41,0.0,Unemployed,RENT,758.0,18773.08,8927.13,24,home_improvement,2,0,0,0.497,1
20,53572.74,0.0,Unemployed,OWN,648.0,14693.55,22197.84,48,debt_consolidation,10,3,0,0.689,0
29,64193.18,3.6,Salaried,RENT,579.0,18903.97,35528.06,60,home_improvement,2,3,0,0.848,0
63,30991.73,35.3,Retired,OWN,457.0,9519.33,12521.59,36,car,8,0,1,0.711,0
41,50638.71,20.0,Salaried,RENT,736.0,13708.64,9456.87,48,education,4,0,0,0.457,0
54,60485.65,30.7,Unemployed,MORTGAGE,584.0,8224.6,30022.7,60,car,8,1,0,0.632,0
39,74075.16,20.4,Self-Employed,MORTGAGE,547.0,9081.57,44965.94,48,car,8,1,0,0.73,1
27,32765.81,0.0,Salaried,MORTGAGE,496.0,7675.48,27608.7,24,medical,9,4,0,1.077,0
37,41250.63,12.0,Salaried,RENT,520.0,9532.01,28395.65,24,car,9,0,1,0.919,0
22,12683.93,0.0,Salaried,OWN,563.0,3987.8,2523.19,48,medical,4,2,0,0.513,0
58,35927.89,27.3,Self-Employed,RENT,629.0,14918.97,20536.98,60,debt_consolidation,8,2,1,0.987,0
27,37714.22,12.2,Self-Employed,RENT,541.0,11374.07,17020.61,12,medical,3,2,0,0.753,0
37,29442.89,23.3,Salaried,OWN,667.0,3779.51,4992.93,36,medical,5,1,1,0.298,0
68,53252.82,46.4,Salaried,RENT,628.0,0.0,24323.71,24,education,3,2,0,0.457,1
48,47668.56,22.7,Salaried,MORTGAGE,850.0,6419.02,37359.54,36,home_improvement,8,3,0,0.918,1
41,15841.57,17.8,Salaried,MORTGAGE,497.0,765.57,10125.5,48,debt_consolidation,11,0,0,0.687,0
46,54598.08,27.5,Self-Employed,MORTGAGE,665.0,7667.98,10772.75,36,business,9,1,0,0.338,1
58,30817.5,33.9,Self-Employed,RENT,666.0,8824.33,12411.55,36,debt_consolidation,1,0,0,0.689,1
31,62495.17,10.0,Salaried,OWN,557.0,16414.89,31143.52,48,debt_consolidation,1,0,0,0.761,1
51,25824.38,28.9,Self-Employed,RENT,659.0,13654.04,1395.01,36,home_improvement,4,1,0,0.583,0
63,49761.82,38.7,Retired,OWN,719.0,16046.31,3031.11,48,home_improvement,8,1,0,0.383,1
47,42549.29,22.9,Unemployed,OWN,659.0,22822.38,18335.58,24,home_improvement,4,0,0,0.967,1
41,57042.45,20.2,Salaried,OWN,775.0,20379.61,24729.9,12,home_improvement,14,1,0,0.791,1
25,52174.47,0.0,Unemployed,RENT,454.0,21540.54,1681.91,48,car,8,0,0,0.445,0
30,43149.15,9.8,Salaried,RENT,574.0,8464.34,20607.81,36,business,13,0,0,0.674,0
67,22739.62,43.1,Salaried,RENT,783.0,2019.82,14039.27,24,car,13,0,0,0.706,1
46,23421.18,24.5,Salaried,RENT,732.0,4278.02,8345.9,36,debt_consolidation,1,1,0,0.539,1
33,36609.26,16.5,Salaried,RENT,699.0,9087.13,15081.64,48,debt_consolidation,13,1,0,0.66,1
39,48818.28,16.3,Unemployed,MORTGAGE,761.0,7604.72,25106.38,24,business,0,1,0,0.67,1
48,36166.05,29.7,Unemployed,RENT,478.0,3610.41,17642.01,36,debt_consolidation,1,3,0,0.588,0
45,67010.59,15.8,Salaried,RENT,722.0,20942.53,4441.16,24,business,8,0,0,0.379,1
54,42633.24,30.1,Salaried,MORTGAGE,746.0,4228.81,9335.65,60,debt_consolidation,8,1,0,0.318,1
31,30257.33,9.1,Salaried,MORTGAGE,591.0,604.43,9707.44,36,debt_consolidation,9,2,0,0.341,1
51,42657.22,36.7,Retired,RENT,850.0,3484.54,9718.79,48,debt_consolidation,0,4,0,0.31,1
41,54881.41,11.2,Salaried,MORTGAGE,668.0,11791.09,38054.42,48,business,1,2,0,0.908,0
66,57667.12,43.6,Salaried,RENT,453.0,5845.26,30384.53,48,debt_consolidation,11,3,0,0.628,0
26,125390.68,9.8,Retired,OWN,684.0,27057.62,22326.43,36,business,8,1,0,0.394,0
25,35085.57,0.0,Salaried,MORTGAGE,585.0,11931.43,12530.21,24,debt_consolidation,5,2,0,0.697,0
42,47252.49,19.1,Salaried,OWN,755.0,15884.7,29583.76,60,medical,2,2,0,0.962,0
44,60661.35,23.3,Retired,RENT,699.0,9152.35,16424.19,60,car,3,1,0,0.422,0
53,48450.04,31.7,Salaried,OWN,596.0,2636.11,27631.87,60,home_improvement,4,2,0,0.625,1
39,38165.64,23.3,Salaried,MORTGAGE,785.0,6246.05,25824.24,60,medical,7,1,0,0.84,1
65,22592.46,44.8,Salaried,MORTGAGE,735.0,7870.01,14532.11,36,medical,12,0,0,0.992,0
42,37971.18,25.3,Salaried,RENT,575.0,14557.37,16558.5,36,car,6,2,0,0.819,0
24,28656.88,0.6,Unemployed,RENT,636.0,8681.13,18632.85,48,debt_consolidation,6,1,0,0.953,0
24,20675.33,0.0,Self-Employed,MORTGAGE,697.0,8894.85,6110.64,24,home_improvement,14,1,0,0.726,0
68,32930.7,45.1,Salaried,RENT,617.0,16774.25,29544.64,48,debt_consolidation,1,0,0,1.407,0
24,29040.72,0.0,Salaried,RENT,620.0,5155.19,13015.18,48,education,0,0,0,0.626,1
67,65636.9,46.9,Salaried,RENT,653.0,31045.24,41309.16,36,car,14,2,0,1.102,1
32,66207.29,8.5,Unemployed,RENT,554.0,13964.28,21689.39,36,education,14,0,1,0.539,0
22,31196.47,0.0,Salaried,OWN,449.0,12571.47,15594.58,48,education,6,1,0,0.903,0
33,43040.02,13.0,Salaried,MORTGAGE,672.0,15334.55,21894.14,60,medical,3,1,0,0.865,0
49,19358.34,22.4,Salaried,RENT,471.0,0.0,4147.2,24,car,1,2,0,0.214,0
40,38285.63,21.1,Self-Employed,OWN,561.0,4022.52,7975.33,36,home_improvement,2,1,0,0.313,0
58,59843.67,34.1,Unemployed,MORTGAGE,491.0,3997.96,21489.83,48,education,13,0,0,0.426,0
49,74048.01,31.6,Salaried,OWN,502.0,0.0,45988.74,48,business,11,2,0,0.621,1
38,34319.76,14.4,Salaried,MORTGAGE,688.0,13106.62,1157.07,48,medical,12,1,0,0.416,1
51,82944.54,31.5,Unemployed,MORTGAGE,630.0,46475.13,27158.54,36,home_improvement,7,1,0,0.888,0
68,22974.82,46.7,Salaried,RENT,627.0,4855.71,15208.75,12,home_improvement,9,0,0,0.873,1
39,26270.08,20.0,Salaried,MORTGAGE,532.0,9933.33,4034.4,36,business,13,1,0,0.532,1
25,69900.7,3.4,Salaried,MORTGAGE,591.0,33041.63,45489.99,60,medical,5,1,0,1.123,0
39,113047.19,10.3,Salaried,RENT,684.0,31794.49,19720.11,36,education,8,2,0,0.456,1
61,62737.59,43.0,Salaried,MORTGAGE,645.0,15446.19,13594.71,36,medical,4,2,0,0.463,1
29,48041.9,6.6,Unemployed,OWN,724.0,10239.98,17802.2,36,home_improvement,7,0,0,0.584,0
67,16356.95,48.2,Salaried,MORTGAGE,737.0,5408.16,12671.6,36,business,3,1,1,1.105,0
48,17832.47,28.8,Salaried,MORTGAGE,627.0,6797.81,4850.41,36,home_improvement,3,0,0,0.653,0
49,52297.55,23.9,Self-Employed,MORTGAGE,483.0,16697.08,2793.08,48,business,5,2,0,0.373,0
34,40985.3,8.3,Unemployed,RENT,582.0,12874.28,4902.37,36,home_improvement,14,1,0,0.434,0
65,28200.15,45.6,Self-Employed,MORTGAGE,641.0,6833.45,16536.28,48,home_improvement,4,3,0,0.829,0
19,50653.64,0.0,Salaried,RENT,580.0,560.07,6536.95,36,education,9,0,1,0.14,0
33,51925.52,14.7,Salaried,MORTGAGE,555.0,19973.54,33107.34,60,car,8,1,0,1.022,0
39,78606.36,16.3,Salaried,RENT,656.0,4504.63,32539.74,24,business,9,0,0,0.471,1
42,52485.97,24.1,Self-Employed,RENT,850.0,17997.85,20655.63,24,business,1,0,0,0.736,1
42,90598.88,21.7,Salaried,MORTGAGE,606.0,32920.05,41626.64,36,business,11,3,0,0.823,1
25,49217.13,4.2,Self-Employed,OWN,650.0,3884.96,11803.05,60,education,11,2,0,0.319,1
29,46273.86,5.5,Self-Employed,MORTGAGE,532.0,7349.67,19785.52,48,business,1,2,0,0.586,0
22,83462.78,0.9,Salaried,RENT,762.0,47425.32,13469.67,48,medical,5,2,0,0.73,0
47,30054.86,29.8,Unemployed,OWN,729.0,7155.39,20130.09,36,home_improvement,12,3,0,0.908,0
36,200230.35,13.8,Self-Employed,MORTGAGE,723.0,13409.02,38953.0,24,education,3,4,0,0.262,1
47,59137.99,27.1,Salaried,MORTGAGE,772.0,21888.86,28846.1,60,car,7,2,0,0.858,1
48,59302.97,26.2,Self-Employed,OWN,612.0,7952.45,11448.43,36,home_improvement,12,1,0,0.327,0
54,63738.75,32.5,Self-Employed,MORTGAGE,623.0,0.0,18698.34,48,medical,12,3,1,0.293,0
46,125312.79,30.9,Self-Employed,OWN,804.0,41098.26,40755.93,48,car,5,4,0,0.653,1
51,72856.99,33.8,Salaried,MORTGAGE,707.0,8196.95,72585.2,48,home_improvement,10,1,0,1.109,1
48,21970.85,26.3,Self-Employed,MORTGAGE,450.0,6551.23,8724.86,24,business,13,1,0,0.695,0
51,98887.21,29.9,Salaried,OWN,691.0,12667.1,23307.13,24,car,6,1,0,0.364,1
50,41338.59,25.2,Salaried,OWN,598.0,14719.87,12859.98,12,medical,14,2,0,0.667,0
34,51718.85,11.3,Salaried,RENT,731.0,14353.26,5123.55,60,home_improvement,11,0,0,0.377,0
30,25857.94,9.2,Retired,MORTGAGE,687.0,0.0,9501.31,48,car,9,1,0,0.367,1
58,63774.01,39.4,Salaried,RENT,493.0,19597.87,49119.85,36,car,10,3,0,1.078,0
35,35394.54,16.0,Self-Employed,RENT,674.0,7310.4,16536.61,60,car,2,2,0,0.674,0
46,51538.52,19.6,Salaried,OWN,669.0,23836.96,29927.4,24,medical,0,1,1,1.043,0
28,42529.38,9.9,Unemployed,MORTGAGE,683.0,13153.54,9271.88,12,car,12,1,0,0.527,1
40,128348.74,17.6,Salaried,MORTGAGE,702.0,46644.97,46119.75,24,debt_consolidation,10,1,0,0.723,1
45,132075.65,19.1,Salaried,RENT,785.0,18942.14,58216.37,60,debt_consolidation,14,2,0,0.584,1
50,50174.22,33.3,Salaried,RENT,687.0,6597.4,12791.35,24,debt_consolidation,7,0,0,0.386,1
45,50614.27,28.9,Salaried,RENT,652.0,12458.83,24294.92,12,business,5,1,0,0.726,1
36,40671.32,15.1,Salaried,OWN,753.0,7967.82,21274.59,24,debt_consolidation,12,3,0,0.719,0
68,85221.0,48.8,Self-Employed,MORTGAGE,850.0,38409.22,43340.81,36,business,14,1,0,0.959,1
44,41586.88,25.1,Unemployed,MORTGAGE,732.0,9440.31,15378.14,36,education,12,1,0,0.597,0
60,39708.93,43.6,Salaried,OWN,669.0,2631.78,24547.36,24,debt_consolidation,12,1,1,0.684,1
56,79961.17,36.9,Self-Employed,RENT,689.0,10064.14,27864.59,48,car,2,3,0,0.474,1
47,37453.31,19.7,Salaried,RENT,673.0,14784.98,12368.43,60,medical,13,3,0,0.725,0
64,48104.09,50.0,Unemployed,MORTGAGE,652.0,10819.16,33110.42,24,car,0,1,0,0.913,0
24,22233.26,6.3,Salaried,MORTGAGE,845.0,4822.24,3971.01,60,medical,11,1,0,0.395,1
65,69709.73,41.0,Unemployed,RENT,583.0,28513.24,4141.19,48,car,2,0,0,0.468,1
62,129370.22,35.9,Salaried,RENT,754.0,14591.09,29294.17,60,car,0,0,0,0.339,1
44,70306.02,24.0,Self-Employed,OWN,639.0,0.0,33567.5,12,home_improvement,11,1,0,0.477,0
56,101813.66,32.9,Salaried,OWN,517.0,12428.39,66862.88,48,education,5,1,0,0.779,0
45,32110.84,24.3,Self-Employed,MORTGAGE,633.0,9193.76,8602.38,36,medical,13,3,0,0.554,0
31,55169.31,12.0,Retired,RENT,601.0,11727.52,42092.39,12,medical,4,0,0,0.976,0
59,30589.74,34.7,Self-Employed,MORTGAGE,702.0,487.46,12402.29,48,home_improvement,10,0,0,0.421,1
30,43744.33,3.5,Salaried,MORTGAGE,658.0,17603.11,16486.98,24,car,9,1,0,0.779,0
34,72121.37,13.5,Salaried,RENT,558.0,19799.09,16588.81,48,medical,12,2,0,0.505,1
45,51581.08,20.9,Salaried,RENT,782.0,15905.14,40763.03,48,home_improvement,12,3,0,1.099,1
61,24189.63,39.6,Salaried,RENT,748.0,7569.94,8948.77,36,medical,8,0,1,0.683,1
37,25399.52,9.6,Salaried,MORTGAGE,793.0,1402.6,3393.44,12,business,5,1,0,0.189,1
43,24573.36,20.0,Self-Employed,RENT,671.0,7259.75,21907.98,60,home_improvement,7,2,0,1.187,0
20,62675.52,0.9,Retired,MORTGAGE,647.0,24200.15,30004.9,24,car,9,0,0,0.865,1
24,137578.13,4.4,Salaried,MORTGAGE,713.0,57926.79,77011.57,48,medical,14,0,0,0.981,1
20,96880.07,0.0,Unemployed,MORTGAGE,598.0,34701.42,71333.96,48,medical,2,1,0,1.095,0
21,18996.45,0.0,Unemployed,MORTGAGE,662.0,6211.26,9933.1,12,home_improvement,1,2,0,0.85,0
63,99761.54,41.1,Self-Employed,RENT,634.0,0.0,59355.91,36,car,6,1,0,0.595,1
61,78291.96,41.2,Self-Employed,MORTGAGE,519.0,19397.6,32167.43,60,education,6,1,0,0.659,1
60,22637.2,39.6,Self-Employed,OWN,661.0,2411.18,12376.81,60,medical,13,0,0,0.653,1
20,42125.11,0.0,Salaried,RENT,610.0,18633.0,16562.26,24,medical,4,0,0,0.835,0
22,84775.44,1.2,Retired,RENT,628.0,35568.12,33567.51,24,debt_consolidation,2,3,0,0.816,0
32,64551.38,16.0,Salaried,OWN,683.0,6934.15,27366.13,24,debt_consolidation,1,2,0,0.531,0
47,25474.99,25.8,Salaried,OWN,765.0,6193.05,8168.22,48,business,13,1,0,0.564,1
35,66527.53,6.5,Self-Employed,RENT,574.0,19111.79,33322.01,24,medical,9,2,0,0.788,1
43,16835.58,21.8,Salaried,OWN,620.0,6483.7,8424.0,12,business,14,1,0,0.885,0
26,43852.58,12.2,Salaried,MORTGAGE,581.0,0.0,24723.35,36,debt_consolidation,3,2,0,0.564,0
56,86593.36,28.9,Salaried,RENT,575.0,0.0,45714.48,60,education,1,0,0,0.528,1
34,49473.73,12.1,Salaried,RENT,596.0,12651.53,39579.41,36,debt_consolidation,6,2,0,1.056,0
21,38197.72,0.0,Salaried,OWN,632.0,0.0,23320.7,48,car,2,1,0,0.611,0
56,76471.48,34.4,Salaried,OWN,703.0,20936.81,27418.82,24,car,2,0,0,0.632,1
64,79807.75,42.8,Salaried,MORTGAGE,679.0,27041.35,39154.82,48,home_improvement,13,3,0,0.829,1
18,94373.9,0.6,Self-Employed,OWN,555.0,41091.53,64413.93,36,home_improvement,5,1,0,1.118,0
40,75899.94,18.3,Salaried,RENT,766.0,11887.05,15939.39,60,debt_consolidation,1,0,0,0.367,1
61,84177.87,44.1,Self-Employed,RENT,735.0,23079.66,67582.06,48,debt_consolidation,3,1,0,1.077,1
54,70717.92,31.5,Unemployed,RENT,569.0,24590.49,17330.99,24,education,5,0,0,0.593,1
62,55980.82,38.6,Self-Employed,MORTGAGE,760.0,4122.54,32471.96,36,home_improvement,13,1,0,0.654,1
39,51264.54,14.3,Salaried,RENT,679.0,19854.87,20573.49,12,home_improvement,9,1,0,0.789,0
37,43537.16,7.7,Self-Employed,MORTGAGE,636.0,12675.9,16971.37,24,medical,7,1,1,0.681,0
54,26737.33,33.1,Salaried,OWN,682.0,4256.13,3727.65,60,car,8,1,0,0.299,0
25,30404.45,11.2,Retired,MORTGAGE,648.0,8245.9,17680.19,36,business,11,2,1,0.853,0
30,42573.73,9.8,Salaried,RENT,699.0,9753.63,6059.45,60,education,2,1,0,0.371,0
49,55310.94,29.7,Salaried,RENT,667.0,20299.73,6164.18,12,business,7,2,0,0.478,0
52,100750.89,28.3,Salaried,OWN,620.0,19740.22,63668.58,60,medical,5,2,0,0.828,1
24,48006.97,1.0,Retired,RENT,468.0,13637.03,36385.5,60,business,0,0,0,1.042,0
44,80962.24,25.9,Salaried,OWN,697.0,12699.76,21580.55,48,medical,8,0,0,0.423,1
36,84091.25,22.0,Salaried,MORTGAGE,616.0,9193.16,50507.04,24,education,10,3,1,0.71,0
44,43663.88,28.0,Salaried,MORTGAGE,720.0,12039.44,24421.44,60,car,9,1,0,0.835,0
67,65995.72,48.2,Unemployed,OWN,693.0,7621.51,25190.32,60,medical,0,1,0,0.497,1
21,43400.92,0.0,Salaried,RENT,619.0,16062.12,28955.5,24,car,5,0,0,1.037,0
69,94946.41,47.8,Retired,RENT,742.0,32171.16,34871.5,60,home_improvement,5,2,0,0.706,0
41,67367.75,16.0,Retired,MORTGAGE,668.0,9110.33,33920.12,60,debt_consolidation,2,1,0,0.639,1
58,27031.5,30.2,Self-Employed,RENT,665.0,7624.7,4034.34,24,business,8,2,0,0.431,0
40,53144.1,13.5,Salaried,RENT,638.0,7150.27,8385.82,36,home_improvement,7,1,0,0.292,0
34,111754.09,12.2,Retired,MORTGAGE,802.0,1045.24,70830.75,36,car,11,0,0,0.643,1
58,44774.07,34.8,Salaried,RENT,586.0,7182.49,22845.57,36,medical,11,2,0,0.671,0
53,61319.77,25.1,Salaried,MORTGAGE,621.0,14867.13,22780.82,60,medical,13,0,0,0.614,1
25,64404.54,2.9,Self-Employed,RENT,539.0,21138.3,50336.59,60,medical,6,0,0,1.11,0
54,29193.13,30.7,Self-Employed,MORTGAGE,715.0,7952.85,22754.97,24,medical,3,1,0,1.052,0
57,63281.86,30.3,Retired,RENT,598.0,24436.37,30871.02,36,business,8,0,0,0.874,1
38,24418.16,14.5,Retired,MORTGAGE,608.0,2510.8,2658.38,36,business,9,3,0,0.212,1
66,35853.19,42.7,Salaried,RENT,603.0,6937.42,13541.04,36,car,4,0,0,0.571,1
51,83940.33,26.5,Salaried,RENT,656.0,41689.39,19598.69,48,debt_consolidation,7,2,0,0.73,1
35,58593.45,16.7,Retired,MORTGAGE,537.0,0.0,24486.36,48,debt_consolidation,13,0,0,0.418,1
18,42098.24,0.0,Salaried,OWN,448.0,7670.59,8956.0,24,home_improvement,11,2,0,0.395,0
53,61281.33,23.1,Self-Employed,OWN,691.0,5470.95,9851.27,36,education,9,1,0,0.25,1
28,47569.82,6.0,Salaried,OWN,460.0,10498.19,500.0,60,car,14,0,0,0.231,0
57,49330.08,35.4,Salaried,OWN,727.0,9117.82,21382.2,36,education,0,2,0,0.618,1
45,68077.99,24.6,Salaried,MORTGAGE,790.0,23168.53,500.0,36,medical,7,0,0,0.348,0
42,34074.89,17.8,Self-Employed,MORTGAGE,635.0,9824.75,11447.52,60,medical,3,0,0,0.624,0
26,50019.5,0.3,Retired,OWN,767.0,2708.92,26954.48,60,medical,4,4,1,0.593,0
54,41934.57,32.0,Retired,RENT,648.0,6783.99,10717.67,48,business,11,4,1,0.417,1
26,22185.59,2.2,Salaried,OWN,794.0,5546.01,4060.72,36,debt_consolidation,11,0,0,0.433,1
39,30938.98,23.2,Salaried,MORTGAGE,609.0,11166.1,11955.77,48,car,7,0,0,0.747,0
61,107377.21,37.7,Salaried,RENT,437.0,66030.91,25156.21,48,business,7,0,0,0.849,0
65,59418.54,42.8,Salaried,RENT,643.0,21118.5,25973.72,36,debt_consolidation,8,0,0,0.793,1
69,25291.05,56.9,Salaried,RENT,804.0,2481.68,4892.15,12,car,13,1,1,0.292,1
67,22693.25,44.2,Retired,OWN,698.0,5353.86,8603.04,36,medical,0,0,0,0.615,1
46,46347.29,26.2,Salaried,MORTGAGE,604.0,12844.99,15327.78,36,business,8,1,0,0.608,0
28,107000.98,8.6,Salaried,OWN,680.0,18413.95,42553.83,60,medical,1,0,0,0.57,1
61,44650.51,41.9,Self-Employed,MORTGAGE,737.0,14312.22,32462.27,48,business,14,0,0,1.048,1
59,94230.56,38.2,Salaried,MORTGAGE,642.0,0.0,41457.88,24,debt_consolidation,3,2,0,0.44,1
69,58452.25,47.8,Salaried,MORTGAGE,850.0,19462.99,29278.08,36,business,0,0,1,0.834,1
51,62045.62,29.4,Self-Employed,OWN,603.0,11077.74,17065.11,36,car,12,2,0,0.454,1
25,25138.1,0.7,Salaried,RENT,740.0,5870.86,11177.69,36,medical,11,1,0,0.678,1
44,78335.91,23.3,Self-Employed,OWN,719.0,36806.79,27028.97,12,home_improvement,13,0,0,0.815,1
41,41462.06,27.1,Unemployed,MORTGAGE,587.0,2519.75,16830.74,60,medical,5,1,0,0.467,1
61,75474.21,43.8,Salaried,OWN,612.0,21956.04,39985.41,60,debt_consolidation,4,1,1,0.821,0
38,32627.64,17.2,Salaried,OWN,742.0,12042.48,9786.77,60,education,10,0,0,0.669,0
35,53558.23,16.4,Self-Employed,MORTGAGE,663.0,14758.0,17159.57,36,debt_consolidation,14,2,0,0.596,1
22,58454.36,0.0,Self-Employed,RENT,680.0,460.1,17695.13,48,education,14,3,0,0.311,0
61,45387.11,38.0,Retired,MORTGAGE,503.0,20540.37,13564.21,48,business,5,3,0,0.751,0
57,60010.37,38.8,Unemployed,MORTGAGE,709.0,13100.08,26083.33,36,education,9,0,0,0.653,1
20,42907.48,3.9,Salaried,MORTGAGE,676.0,7331.55,14039.48,12,debt_consolidation,12,3,0,0.498,0
40,35435.52,14.9,Salaried,MORTGAGE,644.0,7208.56,24790.38,24,education,11,1,0,0.903,0
42,109397.32,18.1,Salaried,RENT,682.0,21078.46,102377.57,24,home_improvement,9,3,0,1.129,0
42,82824.27,28.7,Salaried,OWN,613.0,5919.7,23721.83,60,home_improvement,2,1,0,0.358,1
65,33508.94,43.4,Salaried,OWN,597.0,9206.33,15373.92,48,education,9,2,0,0.734,1
25,65135.31,10.3,Salaried,OWN,628.0,10448.68,39576.31,60,home_improvement,2,1,0,0.768,0
33,33815.03,11.8,Self-Employed,MORTGAGE,608.0,11856.67,11728.75,36,car,6,2,0,0.697,1
27,27109.99,6.0,Self-Employed,OWN,846.0,8882.3,5452.41,12,home_improvement,8,2,0,0.529,1
30,82199.52,6.8,Salaried,MORTGAGE,732.0,40594.27,61455.21,36,education,0,0,0,1.241,0
65,20909.32,46.8,Unemployed,MORTGAGE,563.0,4563.56,11233.14,24,medical,6,0,0,0.755,1
66,77919.22,49.4,Unemployed,MORTGAGE,833.0,10091.52,36134.11,60,business,4,1,0,0.593,1
20,43201.86,0.0,Self-Employed,MORTGAGE,611.0,1276.12,29813.8,24,car,1,1,0,0.72,0
50,44100.51,26.6,Salaried,RENT,653.0,25534.26,24433.74,24,debt_consolidation,9,6,0,1.133,0
30,60166.78,11.7,Salaried,RENT,731.0,21017.23,23489.89,36,home_improvement,10,2,0,0.74,1
28,65552.03,5.5,Salaried,RENT,473.0,9579.58,13416.78,48,business,13,1,0,0.351,1
33,32429.65,9.0,Salaried,MORTGAGE,629.0,16343.68,9772.14,36,medical,10,0,1,0.805,0
28,70183.1,10.0,Retired,MORTGAGE,598.0,31822.73,44984.89,12,education,2,2,0,1.094,0
43,51879.83,25.4,Salaried,MORTGAGE,668.0,2454.35,27829.23,48,business,1,0,0,0.584,1
69,26159.63,45.2,Salaried,RENT,683.0,3583.31,9487.23,12,home_improvement,12,1,0,0.5,0
48,45029.03,26.8,Salaried,MORTGAGE,643.0,10363.49,33920.94,48,debt_consolidation,0,2,0,0.983,0
55,97796.05,28.2,Self-Employed,MORTGAGE,639.0,8751.5,36043.3,48,education,5,0,0,0.458,1
43,113357.0,17.4,Retired,RENT,746.0,26697.06,67731.21,24,business,5,0,1,0.833,1
